Company Name,Designation,Founded Year,Total Employees,Industry,Latest Funding Amount,Annual Revenue,Company Linkedin Url,Growth Alert,Workday Status,No.of People in CX sheet,No.of phone number,Account Status
Genetico Research & Diagnostics,"Founder, CEO",2019,8,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/genetico-in/?lipi=urn%3Ali%3Apage%3Acompanies_company_about_index%3Ba662725d-ca61-4cf5-9b97-1e3f077635d3,Not Defined,Not Known,0.0,0.0,Not Active
TTSF Cloud One,Co-Founder,2020,8,food & beverages,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
VOCBOT.AI,Chief Human Resources Officer,2021,2,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/vocbot-ai/,Not Defined,Not Known,0.0,0.0,Not Active
Cannabie,Founder,2020,7,apparel & fashion,Not Known,1900000.0,https://www.linkedin.com/company/cannabie,Not Defined,Not Known,0.0,0.0,Not Active
SportZchain,Co-Founder and CTO,2021,7,information technology & services,600000,1900000.0,https://www.linkedin.com/company/sportzchain/,Not Defined,Not Known,0.0,0.0,Active
KiarX,Company Owner,2020,10,information technology & services,150000,1900000.0,https://www.linkedin.com/company/kiarx/,Not Defined,Not Known,0.0,0.0,Not Active
Savage,Fitness Center Owner,2021,6,"health, wellness & fitness",Not Known,1900000.0,https://www.linkedin.com/company/besavage,Not Defined,Not Known,0.0,0.0,Not Active
FactoryPlus,"Co-Founder, CEO",2021,4,online media,Not Known,1100000.0,https://www.linkedin.com/company/factoryplushq/,Not Defined,Not Known,0.0,0.0,Not Active
Peruse,Founder,2022,10,financial services,Not Known,1900000.0,http://www.linkedin.com/company/peruseev,Not Defined,Not Known,0.0,0.0,Active
Our Better Planet,Chief Operating Officer and Founding Member,2020,7,internet,Not Known,1900000.0,https://www.linkedin.com/company/ourbetterplanet/about/,Not Defined,Not Known,0.0,0.0,Not Active
Paisagrowth,Co-Founder,2020,9,financial services,250000,1000000.0,https://www.linkedin.com/company/paisagrowth/,Not Defined,Not Known,0.0,0.0,Not Active
Kargetu,Co-Founder,2020,1,transportation/trucking/railroad,Not Known,1900000.0,https://www.linkedin.com/company/kargetu-urban-mobility/,Not Defined,Not Known,0.0,0.0,Not Active
Ving,Founder & CEO,2021,7,telecommunications,Not Known,1900000.0,https://www.linkedin.com/company/ving,Not Defined,Not Known,0.0,0.0,Not Active
Evaska Energy - Rooftop Solar Company,Founder,2020,2,semiconductors,Not Known,1900000.0,https://www.linkedin.com/company/evaska-energy,Not Defined,Not Known,0.0,0.0,Not Active
Thinkly App,Co-Founder & CEO,2020,16,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/thinkly-app,Not Defined,Not Known,0.0,0.0,Not Active
Inovaugmet Research,Founder and CEO,2021,5,research,Not Known,1900000.0,https://www.linkedin.com/company/inovaugmet-research-private-limited/?viewAsMember=true,Not Defined,Not Known,0.0,0.0,Not Active
Fitmint,Co-Founder & CEO,2022,8,"health, wellness & fitness",1600000,500000.0,https://www.linkedin.com/company/fitmint,Not Defined,Not Known,0.0,0.0,Not Active
Jyosh AI Solutions,Founder CEO JyoSH AI Solutions Pvt. Ltd & Vice President Shramrajya Parishad (Farmers Organization),2020,8,information technology & services,Not Known,1900000.0,https://in.linkedin.com/company/jyoshrobot,Not Defined,Not Known,0.0,0.0,Not Active
SynBiogenesis,Co-Founder,2022,8,research,Not Known,1900000.0,https://www.linkedin.com/company/synbiogenesis,Not Defined,Not Known,0.0,0.0,Active
BrÃº Finance,Founder & CEO,2020,10,financial services,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Aasthy,Co-Founder,2020,2,financial services,Not Known,1900000.0,https://www.linkedin.com/company/aasthy,Not Defined,Not Known,0.0,0.0,Not Active
Blockwee,Co-Founder,2022,7,professional training & coaching,Not Known,1900000.0,https://www.linkedin.com/company/blockwee/,Not Defined,Not Known,0.0,0.0,Not Active
Assurify Technology,Chief Executive Officer,2022,3,electrical/electronic manufacturing,Not Known,1900000.0,https://www.linkedin.com/company/assurify_technology,Not Defined,Not Known,0.0,0.0,Active
CtrlB,Co-Founder,2022,7,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/ctrlb-hq/,Not Defined,Not Known,0.0,0.0,Active
Brisil,Founder Director,2016,10,chemicals,Not Known,1900000.0,https://www.linkedin.com/company/brisil-technologies-private-limited/,Not Defined,Not Known,0.0,0.0,Inactive
SkinInspired,Founder & CEO,2022,5,"health, wellness & fitness",Not Known,1900000.0,https://www.linkedin.com/company/skininspired/,Not Defined,Not Known,0.0,0.0,Not Active
Gocarin,Co-founder and CPRO,2022,7,food production,Not Known,1900000.0,https://www.linkedin.com/company/gocarin/,Not Defined,Not Known,0.0,0.0,Active
Ksham Innovation,Founder & CEO,2023,9,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/ksham-innovation/,Not Defined,Not Known,0.0,0.0,Active
LEGOAI,Co-Founder & Chief Product Officer,2023,9,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/legoai/,Not Defined,Not Known,0.0,0.0,Not Active
Phicode,Co-Founder,2021,8,information technology & services,Not Known,1900000.0,https://in.linkedin.com/company/phicodeio,Not Defined,Not Known,0.0,0.0,Active
ToyFlix,CEO / Founder,2022,4,consumer goods,Not Known,1900000.0,https://www.linkedin.com/company/toyflix-in/,Not Defined,Not Known,0.0,0.0,Not Active
Zeru,Co-Founder & CPO,2022,8,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/zerufinance/,Not Defined,Not Known,0.0,0.0,Active
First Bud Organics,Founder,2017,2,food production,Not Known,1900000.0,https://www.linkedin.com/company/first-bud-organics/,Not Defined,Not Known,0.0,0.0,Not Active
The Strutt Store,CXO - Strutt,2019,3,"leisure, travel & tourism",Not Known,1900000.0,https://www.linkedin.com/company/the-strutt-store,Not Defined,Not Known,0.0,0.0,Active
Devigere Biosolutions,Founder & CEO,2020,6,research,Not Known,1900000.0,https://www.linkedin.com/company/devigere-biosolutions-pvt-ltd/,Not Defined,Not Known,0.0,0.0,Active
Uncle Peter's Pancakes,Co-Founder,2020,15,food & beverages,Not Known,1900000.0,https://www.linkedin.com/company/uncle-peter-s-pancakes,Not Defined,Not Known,0.0,0.0,Active
Mechlae Energy,Founder & CEO,2022,6,automotive,Not Known,1900000.0,https://www.linkedin.com/company/mechlae,Not Defined,Not Known,0.0,0.0,Inactive
Quicklend,Co-Founder,2020,7,financial services,Not Known,1900000.0,https://www.linkedin.com/company/quicklend/?originalSubdomain=in,Not Defined,Not Known,0.0,0.0,Inactive
IONIC,Co-Founder & CEO,2024,13,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/ionic-s/?viewAsMember=true,Not Defined,Not Known,0.0,0.0,Active
NovoEarth,Founder,2018,5,research,Not Known,1900000.0,https://www.linkedin.com/company/novoearthco/,Not Defined,Not Known,0.0,0.0,Active
Oneglint Media Solutions Private Limited,Co-Founder & Director,2018,8,photography,Not Known,1900000.0,https://www.linkedin.com/company/oneglint,Not Defined,Not Known,0.0,0.0,Active
Sprect.com,Co-Founder,2020,10,information technology & services,Not Known,1900000.0,https://linkedin.com/company/sprectdotcom,Not Defined,Not Known,0.0,0.0,Active
Trendphoria,Co-Founder,2017,3,apparel & fashion,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Ulai,Co-Founder,2023,8,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/ulai/,Not Defined,Not Known,0.0,0.0,Active
Arvo,CEO and Co Founder,2023,7,information technology & services,Not Known,1900000.0,http://www.linkedin.com/company/onearvoventures,Not Defined,Not Known,0.0,0.0,Active
Abroeduship,Co-Founder,2019,7,higher education,Not Known,1900000.0,https://www.linkedin.com/company/abroeduship/,Not Defined,Not Known,0.0,0.0,Not Active
Trisu,Founder,2023,4,luxury goods & jewelry,Not Known,1900000.0,https://www.linkedin.com/company/trisu/,Not Defined,Not Known,0.0,0.0,Active
Minutes Studio,Founder,2021,4,computer games,Not Known,1900000.0,http://www.linkedin.com/company/minutesstudio,NO,No Match,0.0,0.0,Active
Raskik,Founder & CEO,2019,7,food & beverages,Not Known,1000000.0,http://www.linkedin.com/company/raskik,NO,No Match,0.0,0.0,Not Active
HiCoder,Co-Founder,2020,5,information technology & services,Not Known,1900000.0,http://www.linkedin.com/company/hicoder,NO,No Match,0.0,0.0,Not Active
Gladful,Co-Founder,2021,10,food & beverages,Not Known,1900000.0,https://www.linkedin.com/company/gladful,Not Defined,Not Known,0.0,0.0,Active
Krishi Janani,Founder & CEO,2016,6,food & beverages,Not Known,1900000.0,http://www.linkedin.com/company/krishi-janani,NO,No Match,0.0,0.0,Not Active
ForeVision Digital,Founder,2021,3,music,Not Known,1900000.0,http://www.linkedin.com/company/forevisiondigital,NO,No Match,0.0,0.0,Active
Labyrinth Technologies,Co-Founder,2020,7,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/labyrinth-technologies-llp,Not Defined,Not Known,0.0,0.0,Not Active
Fruitoholic,Co-Founder,2020,10,food & beverages,Not Known,1900000.0,https://www.linkedin.com/company/35946287,Not Defined,Not Known,0.0,0.0,Inactive
Athena Square,Founder,2021,8,internet,Not Known,1900000.0,https://www.linkedin.com/company/athenasquare,Not Defined,Not Known,0.0,0.0,Active
Innvocore Technologies,Co-Founder & CTO,2021,3,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/innvocore/,Not Defined,Not Known,0.0,0.0,Not Active
Parardhi Technologies,Co-Founder,2020,9,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/parardhi-technologies,Not Defined,Not Known,0.0,0.0,Not Active
TilesWale,Co-Founder,2013,9,building materials,Not Known,1900000.0,http://www.linkedin.com/company/tileswale-group,NO,No Match,0.0,0.0,Not Active
Yaari Games,Co-Founder,2023,4,computer games,Not Known,1900000.0,https://www.linkedin.com/company/yaarigames/,Not Defined,Not Known,0.0,0.0,Active
MOPP Foods,Co-founder & Chief Pilot,2019,10,food & beverages,Not Known,1900000.0,https://www.linkedin.com/company/moppindia/,Not Defined,Not Known,0.0,0.0,Inactive
REACOMS,Founder & CEO,2006,6,capital markets,Not Known,5523000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Onedesign,Founder,2017,9,management consulting,Not Known,1900000.0,http://www.linkedin.com/company/onedesignlab,NO,No Match,0.0,0.0,Not Active
Tournafest,Co-Founder & CTO,2021,8,computer games,399977,1900000.0,https://www.linkedin.com/company/tournafest,Not Defined,Not Known,0.0,0.0,Active
ACS Jewels and Stones,Founder,2020,4,internet,Not Known,1900000.0,https://www.linkedin.com/company/acs-jewels-and-stones-private-limited/,Not Defined,Not Known,0.0,0.0,Not Active
Kanine India,Founder and Creative Director,2022,5,apparel & fashion,Not Known,1900000.0,http://www.linkedin.com/company/kanineindia,NO,No Match,0.0,0.0,Active
ErlySign,Chief Scientific Officer and Co-founder,"Aug 14, 2019",2025-01-10 00:00:00,Biotechnology,"₹160,000,000",1900000.0,https://in.linkedin.com/company/curobiosciences,Not Defined,Not Known,0.0,0.0,Inactive
Hemp Horizons,Co-Founder & COO,2017,6,food production,Not Known,2900000.0,https://www.linkedin.com/company/health-horizons-india,Not Defined,Not Known,0.0,0.0,Not Active
Orangutan,Co-Founder & CTO,2023,3,internet,Not Known,1900000.0,http://www.linkedin.com/company/orangutan-technologies,NO,No Match,0.0,0.0,Active
Quality Services & Laboratories,CEO,2013,5,facilities services,Not Known,1900000.0,http://www.linkedin.com/company/quality-services-and-laboratories,NO,No Match,0.0,0.0,Not Active
PropTeam,Chief Executive Officer,2020,2,information technology & services,Not Known,1900000.0,http://www.linkedin.com/company/propteam,NO,No Match,0.0,0.0,Active
MikeLegal,Chief Executive Officer,2017,37,legal services,Not Known,1900000.0,https://www.linkedin.com/company/mikelegal/,Not Defined,Not Known,0.0,0.0,Not Active
Biofilm Engineers,Chief Executive Officer,2023,1,environmental services,Not Known,1900000.0,https://www.linkedin.com/company/biofilm-engineers-private-limited/?originalSubdomain=in,Not Defined,Not Known,0.0,0.0,Active
LearnTube,CEO,2020,71,government administration,Not Known,1900000.0,https://www.linkedin.com/company/careerninja/,Not Defined,Not Known,0.0,0.0,Inactive
Creaa Designs,CEO,2007,5,graphic design,Not Known,1900000.0,http://www.linkedin.com/company/creaa-designs,NO,No Match,0.0,0.0,Not Active
FarmVeda,CEO,2016,8,food & beverages,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Mass EduTech,COO and Co-Founder,2020,2,primary/secondary education,Not Known,1900000.0,https://www.linkedin.com/company/mass-edu-tech/,Not Defined,Not Known,0.0,0.0,Not Active
Roopya,Co-Founder,2020,27,financial services,Not Known,1900000.0,https://www.linkedin.com/company/roopya-money,Not Defined,Not Known,0.0,0.0,Active
CheqUPI,Co-Founder & CEO,2021,10,financial services,500000,2000000.0,https://www.linkedin.com/company/76199215/,Not Defined,Not Known,0.0,0.0,Active
Samay Software,Founder,2020,9,information technology & services,Not Known,27803000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
DollarBull,Co-Founder,2020,7,financial services,Not Known,1900000.0,http://www.linkedin.com/company/dollarbull,NO,No Match,0.0,0.0,Active
Oneiric Gaming,Founder & CEO,2020,2,information technology & services,Not Known,1000000.0,https://www.linkedin.com/company/oneiricgaming,Not Defined,Not Known,0.0,0.0,Active
Coupl,Co-Founder & CEO,2022,5,banking,Not Known,1900000.0,https://www.linkedin.com/company/coup,Not Defined,Not Known,0.0,0.0,Active
Sahaj Gaming,Founder & CEO,2023,10,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/sahaj-gaming,Not Defined,Not Known,0.0,0.0,Inactive
Zybra,Co-founder & COO,2015,8,accounting,Not Known,1900000.0,http://www.linkedin.com/company/zybra,NO,No Match,0.0,0.0,Not Active
Blue Buddha,Chief Operating Officer,2005,74,apparel & fashion,Not Known,1900000.0,http://www.linkedin.com/company/blue-buddha-boutique,NO,No Match,0.0,0.0,Not Active
Ahuja Overseas,Chief Executive Officer,2020,6,apparel & fashion,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Firstbase,Founder and CEO,2009,9,marketing & advertising,Not Known,1900000.0,http://www.linkedin.com/company/firstbase_2,NO,No Match,0.0,0.0,Not Active
Investmint,Founders Office,2022,4,financial services,2000000,1111000.0,https://www.linkedin.com/company/investmintclub/mycompany/,Not Defined,Not Known,0.0,0.0,Not Active
Quinji Tech,Founder & CEO | Growth Strategist | Productivity Hacker,2008,6,information technology & services,Not Known,1529000.0,http://www.linkedin.com/company/quinji-tech,NO,No Match,0.0,0.0,Not Active
WHIDE,"CEO, Founder & User",2020,7,consumer services,Not Known,1900000.0,https://www.linkedin.com/company/officialwhide,Not Defined,Not Known,0.0,0.0,Active
Billion D Studios,Founder and CEO,2016,6,computer games,Not Known,1900000.0,http://www.linkedin.com/company/billion-ds,NO,No Match,0.0,0.0,Not Active
Fudtekey Solutions,Co-Founder & CEO,2014,6,food & beverages,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Bellcorp Studio,"Co-founder, CEO",2019,6,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/bellcorpstudio,Not Defined,Not Known,0.0,0.0,Not Active
Kapwise,Founder & CEO,2022,2,consumer services,Not Known,1900000.0,http://www.linkedin.com/company/kapwise,NO,No Match,0.0,0.0,Active
ImmuneBytes,Founder & CEO,2020,8,computer & network security,Not Known,1900000.0,http://www.linkedin.com/company/immunebytes,NO,No Match,0.0,0.0,Active
vahanwire,CEO,2019,7,automotive,Not Known,1900000.0,https://www.linkedin.com/company/14613652/admin/dashboard/,Not Defined,Not Known,0.0,0.0,Active
FutureAnalytica,Founder,2021,9,information technology & services,Not Known,1900000.0,http://www.linkedin.com/company/futureanalytica-ai,NO,No Match,0.0,0.0,Active
Adamas Tech Consulting,Product Owner,2021,99,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/adamas-tech-consulting,Not Defined,Not Known,0.0,0.0,Active
Arohar Technologies,Co-Founder & CEO,2015,27,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/infilect,Not Defined,Not Known,0.0,0.0,Not Active
Credence Digital Marketing,Chief Revenue Officer (CRO),2012,56,information technology & services,Not Known,3667000.0,http://www.linkedin.com/company/e2enetworks,NO,No Match,0.0,0.0,Not Active
Foxtale,Company Owner,2021,51-100,Consumer Goods,30000000,1900000.0,http://www.linkedin.com/company/foxtale-skin,YES,Not Known,0.0,0.0,Inactive
BeyondGrip Technology Solutions,Chief Financial Officer,2006,7,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/mintoak-innovations-private-limited/,Not Defined,Not Known,0.0,0.0,Not Active
SevenX,CTO & Chieif Architect,2021,28,information technology & services,Not Known,1900000.0,https://in.linkedin.com/company/riskcovrycom,Not Defined,Not Known,0.0,0.0,Active
Ambak,Chief Human Resources Officer,2023,51-100,Financial Services,7000000,1900000.0,https://www.linkedin.com/company/ambakofficial/,Not Defined,Not Known,0.0,0.0,Inactive
